index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
2,0.9,0.9,0.9,0.3,0.4,"This image is very similar to the reference, maintaining high class representation and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-1.png,potted plant,2010_000567.jpg
3,0.7,0.8,0.6,0.9,0.8,"Similar to image 1, this image maintains the potted plant class but with a different plant type. The visual quality is good, but the structure is quite different from the reference.",aug-15-2.png,potted plant,2010_000567.jpg
4,0.8,0.7,0.7,0.8,0.7,"The image maintains the potted plant class but has a different plant type. The visual quality is decent, and the structure is somewhat different from the reference.",aug-15-3.png,potted plant,2010_000567.jpg
5,0.9,0.8,0.8,0.5,0.6,"This image is similar to the reference, maintaining high class representation and structural integrity. It has moderate diversity and beneficial variations.",aug-15-4.png,potted plant,2010_000567.jpg
6,0.7,0.8,0.6,0.9,0.8,"Similar to images 1 and 3, this image maintains the potted plant class but with a different plant type. The visual quality is good, but the structure is quite different from the reference.",aug-15-5.png,potted plant,2010_000567.jpg
7,0.9,0.8,0.8,0.4,0.5,"This image is very similar to the reference, maintaining high class representation and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-6.png,potted plant,2010_000567.jpg
8,0.9,0.8,0.8,0.4,0.5,"This image is very similar to the reference, maintaining high class representation and structural integrity. However, it lacks diversity and beneficial variations.",aug-15-7.png,potted plant,2010_000567.jpg
9,0.9,0.8,0.8,0.5,0.6,"This image is similar to the reference, maintaining high class representation and structural integrity. It has moderate diversity and beneficial variations.",aug-15-8.png,potted plant,2010_000567.jpg
10,0.7,0.8,0.6,0.9,0.8,"Similar to images 1, 3, and 6, this image maintains the potted plant class but with a different plant type. The visual quality is good, but the structure is quite different from the reference.",aug-15-9.png,potted plant,2010_000567.jpg
1,0.2,0.2,0.1,0.5,0.3,"The image is highly distorted and does not maintain the core features of a sheep. The visual quality is poor, and the structure is severely altered. There is some diversity, but it is not beneficial.",aug-16-0.png,sheep,2009_002988.jpg
2,0.3,0.3,0.2,0.4,0.3,"The image has some resemblance to a sheep but is highly distorted. The visual quality is low, and the structure is not well-maintained. There is some diversity, but it is not beneficial.",aug-16-1.png,sheep,2009_002988.jpg
3,0.2,0.2,0.1,0.5,0.3,"The image is highly distorted and does not maintain the core features of a sheep. The visual quality is poor, and the structure is severely altered. There is some diversity, but it is not beneficial.",aug-16-2.png,sheep,2009_002988.jpg
4,0.9,0.8,0.9,0.2,0.3,"The image closely resembles the reference image with minor variations. The visual quality and structural integrity are high, but the diversity is low.",aug-16-3.png,sheep,2009_002988.jpg
5,0.9,0.8,0.9,0.2,0.3,"The image closely resembles the reference image with minor variations. The visual quality and structural integrity are high, but the diversity is low.",aug-16-4.png,sheep,2009_002988.jpg
6,0.9,0.8,0.9,0.2,0.3,"The image closely resembles the reference image with minor variations. The visual quality and structural integrity are high, but the diversity is low.",aug-16-5.png,sheep,2009_002988.jpg
7,0.1,0.1,0.1,0.5,0.3,"The image is highly distorted and does not maintain the core features of a sheep. The visual quality is poor, and the structure is severely altered. There is some diversity, but it is not beneficial.",aug-16-6.png,sheep,2009_002988.jpg
8,0.2,0.2,0.1,0.5,0.3,"The image is highly distorted and does not maintain the core features of a sheep. The visual quality is poor, and the structure is severely altered. There is some diversity, but it is not beneficial.",aug-16-7.png,sheep,2009_002988.jpg
9,0.3,0.3,0.2,0.4,0.3,"The image has some resemblance to a sheep but is highly distorted. The visual quality is low, and the structure is not well-maintained. There is some diversity, but it is not beneficial.",aug-16-8.png,sheep,2009_002988.jpg
10,0.2,0.2,0.1,0.5,0.3,"The image is highly distorted and does not maintain the core features of a sheep. The visual quality is poor, and the structure is severely altered. There is some diversity, but it is not beneficial.",aug-16-9.png,sheep,2009_002988.jpg
1,0.8,0.6,0.7,0.5,0.4,The image maintains the core features of a sofa but has noticeable artifacts and some distortion. The context is similar to the reference image.,aug-17-0.png,sofa,2008_001399.jpg
2,0.3,0.3,0.4,0.7,0.6,"The image is quite different from the reference and includes additional elements that obscure the sofa. The visual quality is low, and the context is less clear.",aug-17-1.png,sofa,2008_001399.jpg
3,0.4,0.4,0.5,0.6,0.5,The sofa is partially visible but the image includes other elements that distract from the main class. The visual quality is moderate with some artifacts.,aug-17-2.png,sofa,2008_001399.jpg
4,0.5,0.5,0.6,0.6,0.5,The sofa is visible but the image includes additional elements that may confuse the classification. The visual quality is moderate with some distortion.,aug-17-3.png,sofa,2008_001399.jpg
5,0.9,0.8,0.9,0.4,0.3,"The image closely resembles the reference with minor variations. The visual quality is good, and the context is appropriate.",aug-17-4.png,sofa,2008_001399.jpg
6,0.7,0.6,0.7,0.5,0.4,The image maintains the core features of a sofa but has noticeable artifacts and some distortion. The context is similar to the reference image.,aug-17-5.png,sofa,2008_001399.jpg
7,0.6,0.5,0.6,0.6,0.5,The sofa is visible but the image includes additional elements that may confuse the classification. The visual quality is moderate with some distortion.,aug-17-6.png,sofa,2008_001399.jpg
8,0.8,0.7,0.8,0.5,0.4,The image maintains the core features of a sofa but has noticeable artifacts and some distortion. The context is similar to the reference image.,aug-17-7.png,sofa,2008_001399.jpg
9,0.9,0.8,0.9,0.4,0.3,"The image closely resembles the reference with minor variations. The visual quality is good, and the context is appropriate.",aug-17-8.png,sofa,2008_001399.jpg
10,0.7,0.6,0.7,0.5,0.4,The image maintains the core features of a sofa but has noticeable artifacts and some distortion. The context is similar to the reference image.,aug-17-9.png,sofa,2008_001399.jpg
1,0.8,0.6,0.7,0.7,0.6,"The image maintains the core features of a train but has some visual artifacts and distortions. The context is somewhat appropriate, and there is beneficial variation in lighting and color.",aug-18-0.png,train,2010_003274.jpg
2,0.7,0.5,0.6,0.7,0.5,"The image represents a train but has significant visual distortions and artifacts. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-1.png,train,2010_003274.jpg
3,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-2.png,train,2010_003274.jpg
4,0.8,0.6,0.7,0.7,0.6,"The image maintains the core features of a train but has some visual artifacts and distortions. The context is somewhat appropriate, and there is beneficial variation in lighting and color.",aug-18-3.png,train,2010_003274.jpg
5,0.8,0.6,0.7,0.7,0.6,"The image maintains the core features of a train but has some visual artifacts and distortions. The context is somewhat appropriate, and there is beneficial variation in lighting and color.",aug-18-4.png,train,2010_003274.jpg
6,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-5.png,train,2010_003274.jpg
7,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-6.png,train,2010_003274.jpg
8,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-7.png,train,2010_003274.jpg
9,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-8.png,train,2010_003274.jpg
10,0.7,0.5,0.6,0.7,0.5,"The image has noticeable distortions and artifacts, but the train is still recognizable. The structure is somewhat maintained, and there is some beneficial variation.",aug-18-9.png,train,2010_003274.jpg
1,0.7,0.6,0.7,0.8,0.7,The image maintains the core elements of a television setup but includes additional items and a different arrangement. The visual quality is decent but slightly cluttered.,aug-19-0.png,television,2007_000121.jpg
2,0.5,0.5,0.6,0.7,0.6,"The image includes a television setup but is cluttered with unrelated items, reducing clarity and focus on the class. The structure is somewhat maintained.",aug-19-1.png,television,2007_000121.jpg
3,0.4,0.4,0.5,0.7,0.5,"The image is cluttered with unrelated items, making it harder to distinguish the television setup. The structure is partially maintained but not clear.",aug-19-2.png,television,2007_000121.jpg
4,0.9,0.8,0.9,0.3,0.4,"The image closely resembles the reference image with minor variations. The visual quality is good, and the structure is well-maintained, but diversity is low.",aug-19-3.png,television,2007_000121.jpg
5,0.8,0.7,0.8,0.5,0.6,"The image maintains the core elements of the class with some variations. The visual quality is decent, and the structure is well-maintained.",aug-19-4.png,television,2007_000121.jpg
6,0.6,0.5,0.6,0.7,0.6,"The image includes a television setup but is cluttered with unrelated items, reducing clarity. The structure is somewhat maintained.",aug-19-5.png,television,2007_000121.jpg
7,0.3,0.3,0.4,0.8,0.5,"The image is cluttered with unrelated items, making it hard to distinguish the television setup. The structure is partially maintained but not clear.",aug-19-6.png,television,2007_000121.jpg
8,0.4,0.4,0.5,0.7,0.6,"The image includes a television setup but is cluttered with unrelated items, reducing clarity. The structure is somewhat maintained.",aug-19-7.png,television,2007_000121.jpg
9,0.5,0.5,0.6,0.7,0.6,"The image includes a television setup but is cluttered with unrelated items, reducing clarity. The structure is somewhat maintained.",aug-19-8.png,television,2007_000121.jpg
10,0.6,0.5,0.6,0.7,0.6,"The image includes a television setup but is cluttered with unrelated items, reducing clarity. The structure is somewhat maintained.",aug-19-9.png,television,2007_000121.jpg
