index,class_representation,visual_fidelity,structural_integrity,diversity,beneficial_variations,explanation,filename,class_name,real_filename
3,0.7,0.8,0.9,0.8,0.7,"Similar to the previous image, this features a large cruise ship. The context is different, but the image is clear and well-formed.",aug-14-2.png,boat,2011_003025.jpg
4,1.0,0.9,1.0,0.3,0.4,The image is very similar to the reference with minor variations in lighting and slight changes in the skyline.,aug-14-3.png,boat,2011_003025.jpg
5,1.0,0.9,1.0,0.3,0.4,The image is very similar to the reference with minor variations in lighting and slight changes in the skyline.,aug-14-4.png,boat,2011_003025.jpg
6,0.8,0.8,0.9,0.7,0.6,"The image features a different type of boat and a different context, but it is still clear and well-formed.",aug-14-5.png,boat,2011_003025.jpg
7,0.7,0.8,0.9,0.8,0.7,"The image features a large cruise ship, which is a different type of boat but still within the class. The context is different, but the image is clear and well-formed.",aug-14-6.png,boat,2011_003025.jpg
8,0.7,0.8,0.9,0.8,0.7,"The image features a large cruise ship, which is a different type of boat but still within the class. The context is different, but the image is clear and well-formed.",aug-14-7.png,boat,2011_003025.jpg
9,1.0,0.9,1.0,0.3,0.4,The image is very similar to the reference with minor variations in lighting and slight changes in the skyline.,aug-14-8.png,boat,2011_003025.jpg
10,1.0,0.9,1.0,0.3,0.4,The image is very similar to the reference with minor variations in lighting and slight changes in the skyline.,aug-14-9.png,boat,2011_003025.jpg
1,0.8,0.8,0.9,0.6,0.7,"The image maintains the core semantic content and key features of the bottle class, with a clear and well-formed visual. The structure is mostly intact, and there is some beneficial variation in the viewpoint.",aug-17-0.png,bottle,2008_000015.jpg
2,0.4,0.5,0.6,0.7,0.5,"The image partially maintains the bottle class but is less clear and has some artifacts. The structure is somewhat distorted, but there is a good level of diversity and some beneficial variations.",aug-17-1.png,bottle,2008_000015.jpg
3,0.3,0.4,0.5,0.8,0.6,"The image has a lower representation of the bottle class, with poor visual fidelity and some structural distortion. However, it introduces significant diversity and some beneficial variations.",aug-17-2.png,bottle,2008_000015.jpg
4,0.5,0.6,0.7,0.7,0.6,The image maintains a moderate representation of the bottle class with decent visual fidelity and structural integrity. It introduces a fair amount of diversity and beneficial variations.,aug-17-3.png,bottle,2008_000015.jpg
5,0.6,0.7,0.8,0.6,0.7,The image maintains a good representation of the bottle class with clear visual fidelity and good structural integrity. It introduces some diversity and beneficial variations.,aug-17-4.png,bottle,2008_000015.jpg
6,0.9,0.9,0.9,0.5,0.6,"The image closely matches the reference with high class representation, visual fidelity, and structural integrity. However, it lacks significant diversity and beneficial variations.",aug-17-5.png,bottle,2008_000015.jpg
7,0.3,0.4,0.5,0.8,0.6,"The image has a lower representation of the bottle class, with poor visual fidelity and some structural distortion. However, it introduces significant diversity and some beneficial variations.",aug-17-6.png,bottle,2008_000015.jpg
8,0.7,0.8,0.8,0.7,0.7,The image maintains a good representation of the bottle class with clear visual fidelity and good structural integrity. It introduces a fair amount of diversity and beneficial variations.,aug-17-7.png,bottle,2008_000015.jpg
9,0.8,0.8,0.9,0.6,0.7,"The image maintains the core semantic content and key features of the bottle class, with a clear and well-formed visual. The structure is mostly intact, and there is some beneficial variation in the viewpoint.",aug-17-8.png,bottle,2008_000015.jpg
10,0.7,0.7,0.8,0.7,0.7,The image maintains a good representation of the bottle class with clear visual fidelity and good structural integrity. It introduces a fair amount of diversity and beneficial variations.,aug-17-9.png,bottle,2008_000015.jpg
1,0.8,0.7,0.9,0.6,0.7,"The image maintains the core features of a bottle, but the label and background are different. The visual quality is slightly lower, but the structure is well-preserved.",aug-16-0.png,bottle,2009_001937.jpg
2,0.6,0.5,0.7,0.7,0.6,"The bottle is present but the background and context are significantly different, which affects the visual fidelity. The structure is somewhat maintained.",aug-16-1.png,bottle,2009_001937.jpg
3,0.7,0.6,0.8,0.7,0.7,"The bottle is distinguishable, but the presence of snakes and different background elements affect the visual fidelity. The structure is mostly intact.",aug-16-2.png,bottle,2009_001937.jpg
4,0.9,0.8,0.9,0.5,0.6,The image closely resembles the reference with minor changes in the background. The visual fidelity and structural integrity are high.,aug-16-3.png,bottle,2009_001937.jpg
5,0.9,0.9,0.9,0.4,0.5,This image is very similar to the reference with slight variations in lighting and background. High visual fidelity and structural integrity.,aug-16-4.png,bottle,2009_001937.jpg
6,0.9,0.9,0.9,0.4,0.5,The image is almost identical to the reference with minor changes. High visual fidelity and structural integrity.,aug-16-5.png,bottle,2009_001937.jpg
7,0.7,0.6,0.8,0.7,0.6,"The bottle is distinguishable, but the background and context are different, affecting visual fidelity. The structure is mostly intact.",aug-16-6.png,bottle,2009_001937.jpg
8,0.6,0.5,0.7,0.7,0.6,"The bottle is present but the background and context are significantly different, which affects the visual fidelity. The structure is somewhat maintained.",aug-16-7.png,bottle,2009_001937.jpg
9,0.7,0.6,0.8,0.7,0.7,"The bottle is distinguishable, but the presence of snakes and different background elements affect the visual fidelity. The structure is mostly intact.",aug-16-8.png,bottle,2009_001937.jpg
10,0.2,0.3,0.2,0.9,0.8,The image does not clearly represent a bottle and is significantly different from the reference. The visual fidelity and structural integrity are low.,aug-16-9.png,bottle,2009_001937.jpg
1,0.2,0.1,0.1,0.5,0.3,"The image does not clearly represent a bottle. The visual quality is poor, and the structure is not well-defined. There is some diversity, but it is not beneficial for classification.",aug-18-0.png,bottle,2010_002455.jpg
2,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of a bottle and is visually clear. The structure is mostly intact, and there is beneficial diversity in the background and context.",aug-18-1.png,bottle,2010_002455.jpg
3,0.9,0.8,0.9,0.5,0.6,The image clearly represents a bottle with good visual quality and structural integrity. There is moderate diversity and beneficial variations in the background.,aug-18-2.png,bottle,2010_002455.jpg
4,0.7,0.6,0.7,0.6,0.5,"The image represents a bottle but with some visual artifacts. The structure is mostly intact, and there is moderate diversity and beneficial variations.",aug-18-3.png,bottle,2010_002455.jpg
5,0.6,0.5,0.6,0.7,0.6,The image somewhat represents a bottle but has visual artifacts and structural distortions. There is good diversity and some beneficial variations.,aug-18-4.png,bottle,2010_002455.jpg
6,0.9,0.8,0.9,0.4,0.5,The image clearly represents a bottle with good visual quality and structural integrity. There is less diversity but some beneficial variations in the background.,aug-18-5.png,bottle,2010_002455.jpg
7,0.8,0.7,0.8,0.5,0.6,The image maintains the core features of a bottle with good visual quality and structural integrity. There is moderate diversity and beneficial variations.,aug-18-6.png,bottle,2010_002455.jpg
8,0.8,0.7,0.8,0.6,0.7,The image represents a bottle well with good visual quality and structural integrity. There is beneficial diversity and variations in the background.,aug-18-7.png,bottle,2010_002455.jpg
9,0.8,0.7,0.8,0.6,0.7,The image maintains the core features of a bottle with good visual quality and structural integrity. There is beneficial diversity and variations in the background.,aug-18-8.png,bottle,2010_002455.jpg
10,0.7,0.6,0.7,0.6,0.6,"The image represents a bottle but with some visual artifacts. The structure is mostly intact, and there is moderate diversity and beneficial variations.",aug-18-9.png,bottle,2010_002455.jpg
1,0.5,0.6,0.5,0.7,0.6,"The image contains bottles, but the presence of multiple objects and the background context make it less distinguishable as a single bottle.",aug-19-0.png,bottle,2010_004288.jpg
2,0.4,0.5,0.4,0.6,0.5,"The bottles are partially obscured and the image quality is lower, making it harder to distinguish the bottles clearly.",aug-19-1.png,bottle,2010_004288.jpg
3,0.3,0.4,0.3,0.5,0.4,"The bottles are distorted and the image quality is poor, reducing the clarity and distinguishability of the bottles.",aug-19-2.png,bottle,2010_004288.jpg
4,0.9,0.9,0.9,0.2,0.3,"The image is very similar to the reference image with minor variations in lighting and angle, maintaining high fidelity and structural integrity.",aug-19-3.png,bottle,2010_004288.jpg
5,0.2,0.3,0.2,0.7,0.6,"The object is not clearly a bottle and appears distorted, reducing its class representation and structural integrity.",aug-19-4.png,bottle,2010_004288.jpg
6,0.6,0.7,0.6,0.8,0.7,"The image shows a bottle in a different context and with different lighting, providing good diversity and beneficial variations.",aug-19-5.png,bottle,2010_004288.jpg
7,0.3,0.4,0.3,0.6,0.5,"The object is not clearly a bottle and the image quality is lower, reducing its class representation and structural integrity.",aug-19-6.png,bottle,2010_004288.jpg
8,0.4,0.5,0.4,0.7,0.6,"The object is not clearly a bottle and appears distorted, reducing its class representation and structural integrity.",aug-19-7.png,bottle,2010_004288.jpg
9,0.5,0.6,0.5,0.7,0.6,The image contains a bottle but the presence of multiple objects and the background context make it less distinguishable as a single bottle.,aug-19-8.png,bottle,2010_004288.jpg
10,0.4,0.5,0.4,0.6,0.5,"The object is not clearly a bottle and the image quality is lower, reducing its class representation and structural integrity.",aug-19-9.png,bottle,2010_004288.jpg
1,0.8,0.9,0.9,0.7,0.8,The image clearly represents a bus with good visual quality and structural integrity. It introduces some diversity in design and context.,aug-23-0.png,bus,2007_000768.jpg
2,0.5,0.8,0.7,0.6,0.7,"The bus is partially visible and somewhat obscured by the building. The visual quality is good, but the class representation is less clear.",aug-23-1.png,bus,2007_000768.jpg
3,0.7,0.7,0.8,0.7,0.7,The image shows two buses with good structural integrity and visual quality. The diversity and beneficial variations are moderate.,aug-23-2.png,bus,2007_000768.jpg
4,0.3,0.6,0.5,0.5,0.4,"The bus is not clearly visible, and the image quality is lower. The structural integrity and beneficial variations are also limited.",aug-23-3.png,bus,2007_000768.jpg
5,0.2,0.5,0.4,0.4,0.3,"The image does not clearly represent a bus, and the visual quality is poor. The structural integrity and beneficial variations are minimal.",aug-23-4.png,bus,2007_000768.jpg
6,0.3,0.6,0.5,0.5,0.4,"The bus is not clearly visible, and the image quality is lower. The structural integrity and beneficial variations are also limited.",aug-23-5.png,bus,2007_000768.jpg
7,0.4,0.7,0.6,0.6,0.5,"The bus is partially visible, and the image quality is moderate. The structural integrity and beneficial variations are also moderate.",aug-23-6.png,bus,2007_000768.jpg
8,0.7,0.8,0.8,0.7,0.7,The image shows a bus with good visual quality and structural integrity. The diversity and beneficial variations are moderate.,aug-23-7.png,bus,2007_000768.jpg
9,0.6,0.7,0.7,0.6,0.6,The image shows multiple buses with moderate visual quality and structural integrity. The diversity and beneficial variations are also moderate.,aug-23-8.png,bus,2007_000768.jpg
10,0.5,0.6,0.6,0.5,0.5,"The bus is partially visible, and the image quality is moderate. The structural integrity and beneficial variations are also moderate.",aug-23-9.png,bus,2007_000768.jpg
1,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the bus class. The visual fidelity is high, but the diversity and beneficial variations are low as it is very similar to the reference image.",aug-21-0.png,bus,2007_002024.jpg
2,0.0,0.5,0.0,1.0,0.0,"The image does not contain a bus and is irrelevant to the class. The visual fidelity is moderate, but it does not contribute to the classification task.",aug-21-1.png,bus,2007_002024.jpg
3,0.9,0.8,0.9,0.7,0.6,"The image maintains the core features and structure of the bus class. The visual fidelity is good, and it introduces some diversity and beneficial variations.",aug-21-2.png,bus,2007_002024.jpg
4,0.8,0.7,0.8,0.8,0.7,"The image maintains the core features and structure of the bus class. The visual fidelity is good, and it introduces significant diversity and beneficial variations.",aug-21-3.png,bus,2007_002024.jpg
5,0.0,0.6,0.0,1.0,0.0,"The image does not contain a bus and is irrelevant to the class. The visual fidelity is moderate, but it does not contribute to the classification task.",aug-21-4.png,bus,2007_002024.jpg
6,1.0,0.9,1.0,0.3,0.4,"The image maintains the core features and structure of the bus class. The visual fidelity is high, but the diversity and beneficial variations are moderate.",aug-21-5.png,bus,2007_002024.jpg
7,0.0,0.7,0.0,1.0,0.0,"The image does not contain a bus and is irrelevant to the class. The visual fidelity is moderate, but it does not contribute to the classification task.",aug-21-6.png,bus,2007_002024.jpg
8,0.0,0.7,0.0,1.0,0.0,"The image does not contain a bus and is irrelevant to the class. The visual fidelity is moderate, but it does not contribute to the classification task.",aug-21-7.png,bus,2007_002024.jpg
9,1.0,0.9,1.0,0.4,0.5,"The image maintains the core features and structure of the bus class. The visual fidelity is high, and it introduces moderate diversity and beneficial variations.",aug-21-8.png,bus,2007_002024.jpg
10,1.0,0.9,1.0,0.3,0.4,"The image maintains the core features and structure of the bus class. The visual fidelity is high, but the diversity and beneficial variations are moderate.",aug-21-9.png,bus,2007_002024.jpg
1,0.8,0.7,0.6,0.9,0.8,"The image maintains the core features of a bus but is elongated and has an unusual design. The visual quality is good, but the structure is somewhat distorted.",aug-20-0.png,bus,2008_003373.jpg
2,0.5,0.6,0.4,0.9,0.7,"The image is highly modified, making it less recognizable as a bus. The visual quality is decent, but the structure is significantly altered.",aug-20-1.png,bus,2008_003373.jpg
3,0.4,0.5,0.3,0.8,0.6,"The image is more of a hybrid between a bus and a building, making it hard to classify as a bus. The visual quality is average, and the structure is highly distorted.",aug-20-2.png,bus,2008_003373.jpg
4,0.3,0.4,0.2,0.7,0.5,"The image is more of a building with bus-like features, making it difficult to classify as a bus. The visual quality is below average, and the structure is highly distorted.",aug-20-3.png,bus,2008_003373.jpg
5,0.2,0.3,0.1,0.6,0.4,"The image is almost entirely a building with minimal bus features. The visual quality is poor, and the structure is severely distorted.",aug-20-4.png,bus,2008_003373.jpg
6,0.1,0.2,0.1,0.5,0.3,"The image is predominantly a building with no clear bus features. The visual quality is poor, and the structure is severely distorted.",aug-20-5.png,bus,2008_003373.jpg
7,0.3,0.4,0.2,0.7,0.5,"The image has some bus features but is largely a building. The visual quality is below average, and the structure is highly distorted.",aug-20-6.png,bus,2008_003373.jpg
8,0.7,0.8,0.7,0.8,0.8,"The image maintains the core features of a bus with some modifications. The visual quality is good, and the structure is mostly intact.",aug-20-7.png,bus,2008_003373.jpg
9,0.4,0.5,0.3,0.7,0.6,"The image has some bus features but is largely a building. The visual quality is average, and the structure is highly distorted.",aug-20-8.png,bus,2008_003373.jpg
10,0.9,0.9,0.9,0.9,0.9,"The image closely resembles the reference bus with minor modifications. The visual quality is excellent, and the structure is well-maintained.",aug-20-9.png,bus,2008_003373.jpg
1,0.9,0.8,0.9,0.7,0.8,"The image maintains the core features of a bus, with slight variations in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-0.png,bus,2010_002218.jpg
2,0.95,0.9,0.95,0.6,0.7,"This image closely resembles the reference bus with minor branding changes. The visual quality and structural integrity are high, but diversity is moderate.",aug-22-1.png,bus,2010_002218.jpg
3,0.85,0.8,0.85,0.75,0.8,"The image represents a bus well, with some differences in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-2.png,bus,2010_002218.jpg
4,0.9,0.85,0.9,0.7,0.75,"The image maintains the core features of a bus, with slight variations in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-3.png,bus,2010_002218.jpg
5,0.1,0.2,0.1,0.9,0.8,"The image does not represent a bus and is out of context. The visual quality is poor, but it introduces high diversity and variations.",aug-22-4.png,bus,2010_002218.jpg
6,0.95,0.9,0.95,0.6,0.7,"This image closely resembles the reference bus with minor branding changes. The visual quality and structural integrity are high, but diversity is moderate.",aug-22-5.png,bus,2010_002218.jpg
7,0.9,0.85,0.9,0.7,0.75,"The image maintains the core features of a bus, with slight variations in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-6.png,bus,2010_002218.jpg
8,0.9,0.85,0.9,0.75,0.8,"The image represents a bus well, with some differences in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-7.png,bus,2010_002218.jpg
9,0.9,0.85,0.9,0.75,0.8,"The image represents a bus well, with some differences in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-8.png,bus,2010_002218.jpg
10,0.9,0.85,0.9,0.75,0.8,"The image represents a bus well, with some differences in branding and context. The visual quality is good, though there are minor artifacts.",aug-22-9.png,bus,2010_002218.jpg
1,1.0,0.8,1.0,0.2,0.3,"The image maintains the core semantic content and key features of the original class. However, the visual fidelity is slightly lower due to some artifacts. The structure is intact, but there is minimal diversity and beneficial variations.",aug-24-0.png,car,2008_002473.jpg
2,0.9,1.0,1.0,0.9,0.8,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-1.png,car,2008_002473.jpg
3,0.8,0.7,0.9,0.7,0.6,The image maintains the car class but has some visual artifacts and slight structural distortions. There is good diversity and beneficial variations in the car model and context.,aug-24-2.png,car,2008_002473.jpg
4,0.9,1.0,1.0,0.9,0.8,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-3.png,car,2008_002473.jpg
5,0.8,0.8,0.9,0.7,0.6,The image maintains the car class but has some visual artifacts and slight structural distortions. There is good diversity and beneficial variations in the car model and context.,aug-24-4.png,car,2008_002473.jpg
6,0.9,0.9,1.0,0.8,0.7,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-5.png,car,2008_002473.jpg
7,0.8,0.7,0.9,0.7,0.6,The image maintains the car class but has some visual artifacts and slight structural distortions. There is good diversity and beneficial variations in the car model and context.,aug-24-6.png,car,2008_002473.jpg
8,0.9,0.9,1.0,0.8,0.7,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-7.png,car,2008_002473.jpg
9,0.9,1.0,1.0,0.9,0.8,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-8.png,car,2008_002473.jpg
10,0.9,1.0,1.0,0.9,0.8,"The image represents a different car model but still clearly belongs to the car class. The visual fidelity is high, and the structure is well-maintained. There is significant diversity and beneficial variations in the car model and context.",aug-24-9.png,car,2008_002473.jpg
1,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-0.png,car,2009_002010.jpg
2,1.0,0.8,1.0,0.3,0.4,The image maintains the core features and structure of the original car. The visual fidelity is slightly lower due to some artifacts. The diversity and beneficial variations are slightly higher than the first image.,aug-27-1.png,car,2009_002010.jpg
3,0.7,0.6,0.7,0.8,0.7,"The image represents a different car model, which affects class representation and structural integrity. The visual fidelity is lower due to artifacts. The diversity and beneficial variations are high.",aug-27-2.png,car,2009_002010.jpg
4,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-3.png,car,2009_002010.jpg
5,0.7,0.7,0.7,0.8,0.7,"The image represents a different car model, which affects class representation and structural integrity. The visual fidelity is lower due to artifacts. The diversity and beneficial variations are high.",aug-27-4.png,car,2009_002010.jpg
6,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-5.png,car,2009_002010.jpg
7,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-6.png,car,2009_002010.jpg
8,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-7.png,car,2009_002010.jpg
9,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-8.png,car,2009_002010.jpg
10,1.0,0.9,1.0,0.2,0.3,"The image maintains the core features and structure of the original car. The visual fidelity is high, but there are minor artifacts. The diversity and beneficial variations are low as the image is very similar to the reference.",aug-27-9.png,car,2009_002010.jpg
1,0.8,0.9,0.9,0.7,0.7,"The image clearly represents a car with good visual fidelity and structural integrity. The car is different in style and color from the reference, providing beneficial diversity.",aug-26-0.png,car,2010_000466.jpg
2,0.8,0.9,0.9,0.7,0.7,"Similar to the first augmented image, this car is well-represented with high visual fidelity and structural integrity. It offers diversity in style and color.",aug-26-1.png,car,2010_000466.jpg
3,0.8,0.9,0.9,0.7,0.7,This image maintains the core features of a car with good visual fidelity and structural integrity. The car's style and color provide beneficial diversity.,aug-26-2.png,car,2010_000466.jpg
4,0.9,0.9,0.9,0.5,0.5,"This image closely resembles the reference car in terms of style and context, maintaining high visual fidelity and structural integrity. However, it offers less diversity and beneficial variations.",aug-26-3.png,car,2010_000466.jpg
5,0.7,0.8,0.8,0.8,0.8,"The image represents a car but with a different style and context. It maintains good visual fidelity and structural integrity, offering beneficial diversity and variations.",aug-26-4.png,car,2010_000466.jpg
6,0.9,0.9,0.9,0.5,0.5,"This image is very similar to the reference car, maintaining high visual fidelity and structural integrity. However, it offers less diversity and beneficial variations.",aug-26-5.png,car,2010_000466.jpg
7,0.7,0.8,0.8,0.8,0.8,"The image represents a car with a different style and context. It maintains good visual fidelity and structural integrity, offering beneficial diversity and variations.",aug-26-6.png,car,2010_000466.jpg
8,0.8,0.8,0.8,0.7,0.7,The image represents a car with good visual fidelity and structural integrity. The car's style and color provide beneficial diversity and variations.,aug-26-7.png,car,2010_000466.jpg
9,0.8,0.8,0.8,0.7,0.7,The image represents a car with good visual fidelity and structural integrity. The car's style and color provide beneficial diversity and variations.,aug-26-8.png,car,2010_000466.jpg
10,0.7,0.7,0.7,0.8,0.8,"The image represents a car but with a different style and context. It maintains good visual fidelity and structural integrity, offering beneficial diversity and variations.",aug-26-9.png,car,2010_000466.jpg
1,0.8,0.7,0.9,0.9,0.8,"The image maintains the core features of cars but introduces two cars in a different setting. The visual quality is good but slightly less clear than the reference. The structure is well-maintained, and the diversity is high due to the different models and context.",aug-25-0.png,car,2011_002224.jpg
2,0.9,0.9,0.9,0.5,0.6,"The image closely resembles the reference with a similar car and setting. The visual quality and structural integrity are high, but the diversity and beneficial variations are moderate due to the similarity to the reference.",aug-25-1.png,car,2011_002224.jpg
3,0.9,0.8,0.9,0.6,0.7,"The image maintains the core features and structure of the car class. The visual quality is good, and the diversity is moderate due to the similar setting but slightly different car model.",aug-25-2.png,car,2011_002224.jpg
4,0.8,0.8,0.8,0.7,0.7,"The image maintains the core features of the car class but introduces a different setting. The visual quality and structural integrity are good, and the diversity is moderate.",aug-25-3.png,car,2011_002224.jpg
5,0.9,0.8,0.9,0.7,0.8,"The image maintains the core features and structure of the car class. The visual quality is good, and the diversity is moderate due to the different setting and car model.",aug-25-4.png,car,2011_002224.jpg
6,0.9,0.8,0.9,0.6,0.7,"The image maintains the core features and structure of the car class. The visual quality is good, and the diversity is moderate due to the similar setting but slightly different car model.",aug-25-5.png,car,2011_002224.jpg
7,0.7,0.6,0.8,0.8,0.7,"The image maintains the core features of the car class but is in black and white, reducing visual fidelity. The structure is well-maintained, and the diversity is high due to the different setting and car model.",aug-25-6.png,car,2011_002224.jpg
8,0.8,0.7,0.8,0.7,0.7,"The image maintains the core features of the car class but introduces a different setting. The visual quality and structural integrity are good, and the diversity is moderate.",aug-25-7.png,car,2011_002224.jpg
9,0.8,0.7,0.8,0.7,0.7,"The image maintains the core features of the car class but introduces a different setting. The visual quality and structural integrity are good, and the diversity is moderate.",aug-25-8.png,car,2011_002224.jpg
10,0.9,0.8,0.9,0.7,0.8,"The image maintains the core features and structure of the car class. The visual quality is good, and the diversity is moderate due to the different setting and car model.",aug-25-9.png,car,2011_002224.jpg
1,1.0,0.9,1.0,0.8,0.8,"The image clearly represents a cat with good visual fidelity and structural integrity. The context is appropriate, and there is beneficial variation in the background and pose.",aug-28-0.png,cat,2009_001270.jpg
2,0.8,0.6,0.7,0.7,0.6,"The image is somewhat blurry and distorted, affecting visual fidelity and structural integrity. However, it still represents a cat and introduces some diversity.",aug-28-1.png,cat,2009_001270.jpg
3,0.7,0.5,0.6,0.7,0.5,"The image is blurry and has noticeable artifacts, reducing visual fidelity and structural integrity. It still maintains some class representation and diversity.",aug-28-2.png,cat,2009_001270.jpg
4,0.6,0.4,0.5,0.6,0.5,"The image is highly distorted and blurry, significantly affecting visual fidelity and structural integrity. It still represents a cat but with reduced clarity.",aug-28-3.png,cat,2009_001270.jpg
5,0.9,0.7,0.8,0.9,0.8,"The image is clear and well-formed, with good structural integrity. It introduces significant diversity and beneficial variations in pose and expression.",aug-28-4.png,cat,2009_001270.jpg
6,0.7,0.5,0.6,0.7,0.6,"The image is somewhat blurry and distorted, affecting visual fidelity and structural integrity. It still represents a cat and introduces some diversity.",aug-28-5.png,cat,2009_001270.jpg
7,0.8,0.6,0.7,0.8,0.7,"The image is clear with good structural integrity. It introduces beneficial variations in background and pose, enhancing diversity.",aug-28-6.png,cat,2009_001270.jpg
8,0.6,0.4,0.5,0.6,0.5,"The image is highly distorted and blurry, significantly affecting visual fidelity and structural integrity. It still represents a cat but with reduced clarity.",aug-28-7.png,cat,2009_001270.jpg
9,0.7,0.5,0.6,0.7,0.6,"The image is somewhat blurry and distorted, affecting visual fidelity and structural integrity. It still represents a cat and introduces some diversity.",aug-28-8.png,cat,2009_001270.jpg
10,0.8,0.6,0.7,0.8,0.7,"The image is clear with good structural integrity. It introduces beneficial variations in background and pose, enhancing diversity.",aug-28-9.png,cat,2009_001270.jpg
1,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of a cat but is slightly distorted. The visual quality is decent, and the structure is mostly intact. There is some beneficial variation in pose and viewpoint.",aug-31-0.png,cat,2010_005202.jpg
2,0.9,0.9,0.9,0.7,0.8,"The image clearly represents a cat with high visual fidelity and structural integrity. The context is appropriate, and there is beneficial variation in pose and background.",aug-31-1.png,cat,2010_005202.jpg
3,0.9,0.9,0.9,0.7,0.8,"The image clearly represents a cat with high visual fidelity and structural integrity. The context is appropriate, and there is beneficial variation in pose and background.",aug-31-2.png,cat,2010_005202.jpg
4,0.7,0.6,0.6,0.8,0.7,"The image is somewhat distorted but still recognizable as a cat. The visual quality is lower, but there is good diversity and beneficial variation.",aug-31-3.png,cat,2010_005202.jpg
5,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of a cat but is slightly distorted. The visual quality is decent, and the structure is mostly intact. There is some beneficial variation in pose and viewpoint.",aug-31-4.png,cat,2010_005202.jpg
6,0.7,0.6,0.6,0.8,0.7,"The image is somewhat distorted but still recognizable as a cat. The visual quality is lower, but there is good diversity and beneficial variation.",aug-31-5.png,cat,2010_005202.jpg
7,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of a cat but is slightly distorted. The visual quality is decent, and the structure is mostly intact. There is some beneficial variation in pose and viewpoint.",aug-31-6.png,cat,2010_005202.jpg
8,0.7,0.6,0.6,0.8,0.7,"The image is somewhat distorted but still recognizable as a cat. The visual quality is lower, but there is good diversity and beneficial variation.",aug-31-7.png,cat,2010_005202.jpg
9,0.8,0.7,0.8,0.6,0.7,"The image maintains the core features of a cat but is slightly distorted. The visual quality is decent, and the structure is mostly intact. There is some beneficial variation in pose and viewpoint.",aug-31-8.png,cat,2010_005202.jpg
10,0.7,0.6,0.6,0.8,0.7,"The image is somewhat distorted but still recognizable as a cat. The visual quality is lower, but there is good diversity and beneficial variation.",aug-31-9.png,cat,2010_005202.jpg
1,0.8,0.5,0.7,0.6,0.6,"The image maintains the core features of cats but has some visual artifacts and distortions. The context is somewhat preserved, but the quality is lower.",aug-30-0.png,cat,2010_005513.jpg
2,0.7,0.4,0.6,0.7,0.5,"The image has multiple cats, but the visual quality is poor with significant artifacts. The structure is somewhat maintained, but the context is less clear.",aug-30-1.png,cat,2010_005513.jpg
3,0.5,0.3,0.4,0.8,0.4,"The image is heavily distorted with poor visual quality. The core features of cats are less distinguishable, but it introduces significant diversity.",aug-30-2.png,cat,2010_005513.jpg
4,0.6,0.6,0.5,0.9,0.7,"The image has a clear cat, but the structure is somewhat exaggerated. The visual quality is decent, and it introduces beneficial variations in pose and viewpoint.",aug-30-3.png,cat,2010_005513.jpg
5,0.7,0.7,0.6,0.8,0.7,"The image maintains the core features of a cat with good visual quality. The structure is slightly distorted, but it introduces beneficial variations.",aug-30-4.png,cat,2010_005513.jpg
